User_ID;Status;Age;Gender;Education_Level;Marital_Status;Income_Category;User_Level;Usage_Duration;Services_Used;Months_Inactive;Total_Spending;Total_Transaction
713743158;Existing Customer;47;M;Graduate;Married;$60K - $80K;Blue;36;4;3;1270;21
721279083;Existing Customer;53;M;Graduate;Single;$80K - $120K;Blue;33;5;3;1840;53
779149683;Existing Customer;30;F;Graduate;Divorced;Unknown;Blue;13;5;1;2585;75
714970458;Existing Customer;39;F;High School;Married;$40K - $60K;Blue;29;6;1;1807;33
719070108;Existing Customer;44;M;Graduate;Married;$80K - $120K;Silver;35;4;1;1729;52
715490733;Existing Customer;54;F;Uneducated;Single;Unknown;Blue;36;5;1;1211;35
714989583;Existing Customer;46;M;Graduate;Married;$60K - $80K;Blue;36;3;2;1763;44
820355433;Existing Customer;43;M;Unknown;Single;$40K - $60K;Blue;38;6;1;1395;34
715901508;Existing Customer;35;M;High School;Married;$80K - $120K;Blue;25;6;1;1843;43
710370483;Existing Customer;39;F;College;Married;Less than $40K;Blue;31;4;3;1517;33
778573233;Existing Customer;61;F;Graduate;Married;Less than $40K;Blue;54;3;2;1977;50
708833133;Existing Customer;40;F;Graduate;Divorced;Less than $40K;Blue;29;5;2;2027;49
719885883;Existing Customer;53;M;College;Single;$120K +;Blue;36;6;2;1497;43
712523283;Existing Customer;55;M;Unknown;Married;$120K +;Blue;41;4;3;1134;31
711309033;Existing Customer;41;M;Unknown;Single;$60K - $80K;Blue;24;6;2;3663;65
708134283;Existing Customer;35;M;Uneducated;Married;Less than $40K;Blue;36;4;3;1483;31
720147633;Existing Customer;61;M;Unknown;Single;$40K - $60K;Blue;47;3;2;1956;63
708983658;Attrited Customer;51;M;Uneducated;Single;$120K +;Blue;39;3;3;940;25
766285608;Existing Customer;42;M;High School;Single;$40K - $60K;Blue;35;4;3;2183;56
779715108;Existing Customer;46;M;Unknown;Divorced;$80K - $120K;Blue;30;3;3;2920;74
798035358;Existing Customer;46;F;High School;Single;Less than $40K;Blue;40;3;2;1221;41
719391783;Existing Customer;46;M;Uneducated;Married;$40K - $60K;Blue;35;3;2;1790;60
809342208;Existing Customer;26;M;Graduate;Single;Unknown;Blue;19;4;1;2005;47
780713058;Existing Customer;46;M;High School;Married;$60K - $80K;Blue;35;4;3;3490;69
779338683;Existing Customer;62;M;Graduate;Married;$60K - $80K;Blue;44;5;2;1904;49
783387783;Existing Customer;55;M;Uneducated;Divorced;$60K - $80K;Blue;49;4;5;1647;53
787800108;Existing Customer;55;M;College;Married;$80K - $120K;Blue;45;5;1;1903;39
721397808;Existing Customer;32;M;High School;Married;$40K - $60K;Blue;24;5;2;1564;41
778698408;Existing Customer;37;F;Uneducated;Married;Less than $40K;Blue;18;5;1;1686;34
709545333;Existing Customer;33;F;High School;Single;Unknown;Blue;29;6;2;2412;64
716032233;Existing Customer;42;M;College;Married;$80K - $120K;Blue;32;5;2;3981;65
717835908;Existing Customer;33;M;Post-Graduate;Married;$80K - $120K;Blue;22;3;3;2730;48
719466558;Existing Customer;60;F;High School;Single;Unknown;Blue;36;3;2;1361;34
778663458;Attrited Customer;65;M;High School;Married;Less than $40K;Blue;47;3;2;821;18
716024808;Attrited Customer;57;M;Graduate;Married;$80K - $120K;Blue;36;3;3;938;21
713008308;Existing Customer;59;F;Unknown;Married;Less than $40K;Blue;47;5;3;1861;42
794831733;Existing Customer;45;F;Graduate;Married;Less than $40K;Blue;39;4;3;1345;28
713854608;Existing Customer;62;M;Uneducated;Married;$60K - $80K;Blue;36;6;3;2444;63
715993608;Existing Customer;51;M;College;Single;$120K +;Blue;41;6;3;1686;50
789368658;Existing Customer;57;M;Graduate;Married;$80K - $120K;Blue;47;6;2;1468;30
802817358;Existing Customer;38;F;High School;Married;Unknown;Blue;32;4;2;2320;51
708098133;Existing Customer;32;F;Graduate;Married;Less than $40K;Blue;19;6;1;1598;39
801499908;Existing Customer;43;F;Graduate;Married;Less than $40K;Blue;37;4;3;1232;31
824770683;Existing Customer;51;F;Unknown;Divorced;Less than $40K;Blue;47;6;4;4027;76
718310733;Existing Customer;50;M;Unknown;Divorced;$80K - $120K;Blue;36;4;3;1922;48
708162558;Existing Customer;64;F;Uneducated;Married;Unknown;Blue;54;6;1;1355;36
721129383;Existing Customer;53;F;Doctorate;Married;Less than $40K;Blue;36;3;1;2361;42
721249158;Attrited Customer;42;M;Uneducated;Single;$60K - $80K;Blue;30;2;2;708;14
721049658;Existing Customer;53;M;Graduate;Single;$80K - $120K;Blue;34;6;3;1687;62
806392908;Existing Customer;52;F;High School;Single;Unknown;Blue;47;6;2;1212;33
714886533;Existing Customer;60;F;High School;Married;Less than $40K;Blue;36;4;3;1752;34
772375533;Existing Customer;30;M;Graduate;Married;$80K - $120K;Blue;19;5;3;1560;39
826775058;Existing Customer;43;F;Uneducated;Married;Less than $40K;Blue;39;4;1;1520;36
711878733;Existing Customer;60;M;Uneducated;Married;$60K - $80K;Blue;48;3;1;1685;45
714550383;Existing Customer;46;M;High School;Single;$40K - $60K;Blue;36;4;3;1678;40
712636308;Existing Customer;65;F;High School;Married;$40K - $60K;Blue;45;6;2;1627;26
772139433;Existing Customer;44;F;College;Single;$40K - $60K;Blue;33;4;2;1637;61
709058808;Existing Customer;56;F;College;Married;Less than $40K;Blue;36;6;1;1707;42
813240408;Existing Customer;45;F;High School;Married;Unknown;Blue;39;4;3;1208;25
767753958;Existing Customer;37;M;Graduate;Unknown;$40K - $60K;Blue;31;6;1;1881;51
710111733;Existing Customer;48;M;High School;Married;$80K - $120K;Blue;39;5;1;1360;28
761544333;Existing Customer;37;F;College;Married;$40K - $60K;Blue;30;4;4;1641;32
788814783;Existing Customer;39;M;Uneducated;Single;$60K - $80K;Blue;22;4;3;1820;58
715034358;Existing Customer;41;M;Graduate;Married;$120K +;Blue;32;5;2;1505;35
709624533;Existing Customer;55;F;High School;Married;Less than $40K;Blue;45;5;2;1627;38
709942383;Existing Customer;34;M;Graduate;Married;$80K - $120K;Blue;36;5;3;1703;34
803957508;Existing Customer;52;M;Unknown;Single;$80K - $120K;Blue;47;6;1;1433;33
713378133;Existing Customer;54;F;Post-Graduate;Single;Less than $40K;Silver;39;6;2;2445;60
709217358;Existing Customer;40;M;Post-Graduate;Married;$80K - $120K;Blue;36;5;3;1665;45
720998358;Existing Customer;52;M;High School;Married;$120K +;Silver;41;3;3;1489;38
721051908;Existing Customer;45;M;Graduate;Single;$60K - $80K;Blue;33;3;1;1393;32
715232058;Existing Customer;61;M;Post-Graduate;Married;$40K - $60K;Blue;53;5;1;1820;42
806250783;Existing Customer;57;F;High School;Married;Less than $40K;Blue;52;6;3;2742;58
817245183;Existing Customer;51;M;Unknown;Unknown;$120K +;Blue;33;6;2;1979;40
713670333;Existing Customer;60;M;Unknown;Single;Less than $40K;Blue;52;5;3;1378;27
826477083;Existing Customer;48;F;College;Married;Less than $40K;Blue;44;5;1;1520;34
788728608;Existing Customer;34;M;High School;Married;$40K - $60K;Blue;13;3;3;1588;36
717190533;Existing Customer;49;M;High School;Married;$60K - $80K;Blue;36;6;3;1282;32
716580033;Existing Customer;53;M;High School;Married;$120K +;Blue;36;3;1;1872;59
711644508;Existing Customer;34;M;Uneducated;Single;$80K - $120K;Blue;36;3;2;2295;63
714334383;Existing Customer;54;M;Graduate;Married;$60K - $80K;Blue;42;6;2;1065;28
720611058;Existing Customer;40;M;Graduate;Single;$120K +;Blue;27;4;2;1550;47
712420833;Existing Customer;49;F;College;Single;Unknown;Blue;41;6;3;1527;57
713845083;Attrited Customer;41;F;High School;Single;Less than $40K;Blue;36;6;2;1489;43
713756508;Existing Customer;46;M;Graduate;Divorced;Less than $40K;Blue;36;5;1;1264;30
735565158;Existing Customer;46;M;Graduate;Married;$60K - $80K;Blue;33;6;2;1582;38
714131058;Existing Customer;30;M;Graduate;Unknown;$60K - $80K;Blue;36;3;5;1567;33
717180633;Existing Customer;59;M;Post-Graduate;Married;$40K - $60K;Blue;36;4;2;1704;35
717295683;Existing Customer;50;M;Doctorate;Single;$80K - $120K;Blue;38;5;2;1546;35
713128833;Existing Customer;49;M;Unknown;Unknown;$60K - $80K;Blue;36;5;3;1478;38
813499458;Attrited Customer;45;M;High School;Unknown;$60K - $80K;Blue;40;3;3;2132;31
710070183;Existing Customer;53;F;High School;Single;Less than $40K;Blue;36;3;2;1419;38
789605658;Existing Customer;42;F;Doctorate;Married;$40K - $60K;Blue;35;4;3;1065;27
710045058;Existing Customer;46;M;High School;Married;$40K - $60K;Silver;28;5;1;1364;40
710164683;Existing Customer;33;M;Graduate;Married;$60K - $80K;Blue;22;3;1;2247;36
710802258;Existing Customer;46;F;Graduate;Married;Less than $40K;Blue;38;4;3;1111;26
721036233;Existing Customer;61;M;High School;Married;$60K - $80K;Blue;36;4;3;1836;42
710036508;Existing Customer;42;M;Uneducated;Married;$40K - $60K;Blue;34;5;3;1164;35
717776808;Existing Customer;47;F;Graduate;Single;Less than $40K;Blue;39;3;2;2005;54
714906033;Existing Customer;47;F;Graduate;Single;Less than $40K;Blue;36;6;2;1588;35
714273708;Existing Customer;53;F;Graduate;Married;$40K - $60K;Blue;36;3;2;2242;49
721117533;Existing Customer;46;F;Graduate;Single;Less than $40K;Blue;26;3;3;1415;45
715374558;Existing Customer;26;M;College;Divorced;Less than $40K;Blue;36;5;2;2483;74
824807658;Existing Customer;45;M;Graduate;Married;$60K - $80K;Blue;41;6;3;1239;33
714940608;Existing Customer;36;M;High School;Divorced;$40K - $60K;Blue;36;3;3;2057;53
824782008;Existing Customer;42;M;High School;Unknown;$60K - $80K;Blue;38;5;1;1228;26
717561108;Existing Customer;52;M;Graduate;Married;$80K - $120K;Blue;36;4;3;1629;32
717127083;Existing Customer;37;M;Graduate;Married;$120K +;Blue;25;3;3;2076;58
772460508;Existing Customer;53;M;Uneducated;Married;$40K - $60K;Blue;43;3;1;1231;34
720484908;Existing Customer;65;F;Post-Graduate;Married;$40K - $60K;Blue;52;5;3;1655;27
771237933;Existing Customer;47;M;Uneducated;Unknown;$80K - $120K;Blue;34;4;1;1477;23
794664183;Existing Customer;38;M;Uneducated;Married;$60K - $80K;Blue;19;3;1;1501;45
797488158;Existing Customer;52;M;High School;Married;$60K - $80K;Blue;46;5;3;1313;36
708543258;Existing Customer;36;M;High School;Married;$80K - $120K;Blue;36;5;3;2045;39
778706508;Existing Customer;43;M;College;Married;$60K - $80K;Blue;24;3;5;1448;30
712240083;Attrited Customer;38;F;Unknown;Single;Less than $40K;Blue;30;6;2;858;22
713650683;Existing Customer;65;F;Graduate;Married;Less than $40K;Blue;56;4;1;1591;37
772532208;Attrited Customer;51;F;Doctorate;Married;Less than $40K;Blue;41;2;2;842;24
778929783;Attrited Customer;40;M;Graduate;Divorced;$80K - $120K;Blue;22;2;2;781;28
714244383;Existing Customer;39;M;College;Unknown;$80K - $120K;Blue;36;4;2;1529;30
718797558;Existing Customer;39;F;Graduate;Married;Unknown;Blue;30;3;2;2422;46
712821333;Existing Customer;60;M;Uneducated;Married;$60K - $80K;Blue;47;3;3;1825;50
721120008;Existing Customer;43;F;Uneducated;Single;$40K - $60K;Blue;29;6;3;1555;29
709633533;Existing Customer;31;M;Uneducated;Married;Less than $40K;Blue;18;3;2;2789;50
710789058;Existing Customer;55;M;Graduate;Single;$120K +;Blue;42;4;2;1308;41
716174433;Existing Customer;65;F;College;Married;Less than $40K;Blue;54;3;3;2489;54
789886533;Existing Customer;54;F;High School;Married;Less than $40K;Blue;44;3;3;1110;21
715210308;Existing Customer;40;F;High School;Married;Unknown;Blue;31;3;3;1260;32
721038408;Existing Customer;38;F;High School;Married;Less than $40K;Blue;27;4;1;1741;43
713325108;Existing Customer;36;M;Post-Graduate;Married;$60K - $80K;Blue;29;5;3;1845;40
720352533;Existing Customer;43;M;High School;Unknown;$60K - $80K;Blue;36;5;3;1483;38
708431433;Existing Customer;41;M;Graduate;Married;$120K +;Blue;31;3;3;1463;32
716996583;Existing Customer;50;M;High School;Divorced;$120K +;Blue;37;3;1;1734;35
718699683;Existing Customer;48;M;College;Married;$80K - $120K;Silver;36;6;2;1733;54
771359958;Existing Customer;39;M;Unknown;Single;$120K +;Silver;26;6;2;1689;42
716604633;Existing Customer;55;F;Post-Graduate;Married;$40K - $60K;Blue;46;6;2;1865;53
813952233;Existing Customer;44;M;Graduate;Unknown;Less than $40K;Blue;39;5;2;1413;46
713053383;Attrited Customer;42;M;Graduate;Married;$80K - $120K;Blue;36;1;1;853;12
709979583;Existing Customer;54;M;Graduate;Married;$120K +;Blue;46;3;1;1999;54
709380333;Existing Customer;57;M;Uneducated;Married;$120K +;Blue;36;6;2;1671;45
778574283;Existing Customer;53;F;Uneducated;Married;$40K - $60K;Blue;46;5;2;2118;64
789875883;Existing Customer;41;F;Uneducated;Single;Less than $40K;Blue;31;5;1;1391;45
714661233;Existing Customer;39;M;Graduate;Single;$120K +;Blue;24;6;2;1729;52
813915933;Existing Customer;45;M;Graduate;Divorced;$40K - $60K;Blue;40;3;3;1393;35
708358683;Existing Customer;46;M;Graduate;Married;$80K - $120K;Silver;35;6;3;1665;40
824761458;Existing Customer;54;M;High School;Married;$80K - $120K;Blue;50;4;2;2489;62
715362183;Existing Customer;40;F;Graduate;Married;Unknown;Blue;36;3;1;1688;38
721194858;Existing Customer;48;M;Graduate;Unknown;$80K - $120K;Blue;40;6;2;1725;60
803595858;Attrited Customer;56;F;High School;Married;$40K - $60K;Blue;51;5;2;594;14
716198358;Existing Customer;33;F;Post-Graduate;Married;$40K - $60K;Blue;36;4;2;1852;55
714173808;Existing Customer;44;F;Graduate;Single;Less than $40K;Blue;34;5;1;1389;34
709465758;Existing Customer;62;F;Post-Graduate;Married;Less than $40K;Blue;53;3;1;902;31
714081558;Existing Customer;33;F;Graduate;Married;Unknown;Blue;36;4;2;1387;31
717364458;Existing Customer;36;F;High School;Married;Less than $40K;Blue;26;6;1;2053;33
778755858;Existing Customer;46;M;Graduate;Unknown;$80K - $120K;Blue;27;5;1;1881;55
710754933;Attrited Customer;61;F;Graduate;Married;Less than $40K;Blue;49;6;2;840;20
720007383;Attrited Customer;41;F;Unknown;Single;Unknown;Blue;28;2;1;803;15
810220833;Existing Customer;42;M;Graduate;Unknown;$40K - $60K;Silver;37;3;6;1562;43
718362783;Attrited Customer;35;M;Graduate;Married;$80K - $120K;Blue;27;3;2;787;21
708267858;Existing Customer;65;F;High School;Married;$40K - $60K;Blue;36;5;2;2098;52
708856983;Attrited Customer;36;M;Post-Graduate;Married;$120K +;Blue;27;2;1;694;18
715588908;Existing Customer;42;F;Graduate;Single;Less than $40K;Blue;32;3;2;3132;66
772674933;Existing Customer;51;M;Uneducated;Married;$80K - $120K;Blue;41;5;3;2036;50
720148983;Existing Customer;54;F;Uneducated;Married;Less than $40K;Blue;40;5;2;1724;47
720650208;Existing Customer;40;F;College;Unknown;$40K - $60K;Blue;22;3;3;1561;26
769732233;Existing Customer;40;M;Graduate;Married;$80K - $120K;Blue;34;6;2;1085;29
713030958;Existing Customer;57;F;College;Married;Less than $40K;Blue;44;6;3;1964;54
711320508;Existing Customer;57;M;Graduate;Married;$80K - $120K;Blue;49;4;2;1762;34
795795408;Existing Customer;53;M;Uneducated;Married;$40K - $60K;Blue;47;3;1;1514;47
717904383;Existing Customer;40;M;Graduate;Married;$80K - $120K;Blue;31;5;1;1516;44
714115533;Existing Customer;28;M;Graduate;Married;Less than $40K;Blue;18;5;1;2591;55
712475733;Existing Customer;38;F;High School;Married;Less than $40K;Blue;28;4;2;1847;39
718996758;Existing Customer;37;F;Graduate;Married;Less than $40K;Blue;30;5;2;1629;36
713049933;Existing Customer;65;F;High School;Married;Unknown;Blue;36;5;2;2144;44
709961958;Attrited Customer;58;F;High School;Divorced;Unknown;Blue;45;4;1;1060;32
718301508;Existing Customer;41;M;High School;Married;$60K - $80K;Blue;30;6;3;1457;43
714831033;Existing Customer;54;M;Graduate;Married;$80K - $120K;Blue;47;4;1;1114;27
710653158;Existing Customer;39;F;Graduate;Married;Unknown;Blue;21;6;1;1925;40
721265883;Existing Customer;26;M;Graduate;Single;Less than $40K;Blue;13;3;3;2510;44
715049583;Existing Customer;60;M;Unknown;Married;$60K - $80K;Blue;54;5;3;1169;31
715394883;Existing Customer;35;F;High School;Married;Unknown;Blue;36;3;2;1852;47
773448558;Existing Customer;46;M;Graduate;Divorced;$80K - $120K;Blue;40;6;3;1257;34
717249783;Existing Customer;47;M;Unknown;Unknown;$60K - $80K;Blue;39;5;2;1931;67
708344358;Existing Customer;53;F;High School;Married;Unknown;Blue;45;5;1;1311;31
712003083;Existing Customer;55;M;Graduate;Married;$80K - $120K;Blue;36;3;2;1612;33
754282908;Existing Customer;50;F;Post-Graduate;Married;Less than $40K;Blue;43;3;1;2022;59
717412608;Attrited Customer;38;F;High School;Married;$40K - $60K;Blue;28;3;2;738;16
719412258;Existing Customer;39;F;Graduate;Single;Less than $40K;Blue;30;5;3;1558;48
788675658;Existing Customer;39;F;Unknown;Single;Less than $40K;Blue;29;6;2;1670;37
717683583;Existing Customer;39;M;High School;Single;$60K - $80K;Blue;36;4;2;1388;27
820584408;Existing Customer;49;F;Graduate;Single;Less than $40K;Blue;44;3;3;1392;38
719392833;Existing Customer;45;F;Graduate;Married;Less than $40K;Blue;38;3;3;1311;34
718595583;Existing Customer;55;M;Graduate;Married;$80K - $120K;Blue;36;3;2;1777;54
778508883;Existing Customer;44;M;Graduate;Married;$120K +;Blue;24;4;1;1367;33
715511658;Existing Customer;49;F;Post-Graduate;Unknown;$40K - $60K;Blue;39;3;1;1431;27
711999783;Existing Customer;41;M;Uneducated;Married;$80K - $120K;Blue;31;4;2;1406;23
753856008;Existing Customer;49;F;Unknown;Unknown;$40K - $60K;Blue;42;6;1;3597;64
789920883;Existing Customer;45;F;Graduate;Single;Unknown;Blue;36;3;3;2959;58
788677533;Existing Customer;44;M;Unknown;Married;$120K +;Blue;31;4;3;1594;43
716284308;Existing Customer;65;M;Graduate;Married;Unknown;Blue;55;3;2;1319;34
712120608;Attrited Customer;35;M;College;Married;$80K - $120K;Blue;27;3;2;861;15
715482483;Existing Customer;26;M;High School;Single;Unknown;Blue;36;5;2;2253;59
720848733;Existing Customer;38;M;High School;Married;$80K - $120K;Blue;24;4;3;1815;33
708480333;Existing Customer;65;M;Unknown;Single;$40K - $60K;Blue;36;5;2;2229;57
826723308;Existing Customer;58;M;College;Married;$120K +;Blue;54;5;1;1008;21
801369258;Existing Customer;47;F;Post-Graduate;Married;$40K - $60K;Blue;41;6;2;1757;59
709584483;Existing Customer;33;F;Graduate;Married;Less than $40K;Blue;25;4;1;1805;44
715708308;Existing Customer;54;F;Doctorate;Married;$40K - $60K;Blue;39;3;1;1338;29
779707308;Existing Customer;35;F;Graduate;Married;Less than $40K;Blue;18;5;1;2229;53
711688158;Existing Customer;47;M;Graduate;Single;$120K +;Blue;27;5;3;1498;49
711848658;Existing Customer;35;M;College;Married;$60K - $80K;Blue;17;3;3;1790;31
715855083;Existing Customer;48;M;High School;Married;$80K - $120K;Blue;36;6;2;2793;67
778971408;Existing Customer;36;M;Doctorate;Married;$60K - $80K;Blue;17;5;2;1968;64
711648708;Existing Customer;44;M;Graduate;Married;$80K - $120K;Blue;36;3;3;4088;84
713149683;Existing Customer;44;F;College;Single;Less than $40K;Blue;24;5;1;1264;31
771903033;Existing Customer;36;F;Graduate;Married;Less than $40K;Blue;25;5;1;2017;40
737925558;Existing Customer;64;M;Doctorate;Married;$40K - $60K;Blue;56;3;2;1439;42
803347908;Existing Customer;34;F;Graduate;Single;Less than $40K;Gold;28;4;3;2327;65
817285758;Existing Customer;49;M;Graduate;Single;$80K - $120K;Blue;33;5;5;1721;56
711480108;Existing Customer;37;M;High School;Married;$60K - $80K;Blue;24;3;1;1888;43
709662708;Existing Customer;65;M;High School;Married;$40K - $60K;Blue;53;3;3;1953;61
709224858;Existing Customer;53;M;Post-Graduate;Married;$80K - $120K;Blue;36;5;1;1652;40
821771508;Existing Customer;32;M;High School;Married;$40K - $60K;Blue;28;5;1;1939;36
712216533;Existing Customer;44;M;Unknown;Single;$80K - $120K;Blue;34;6;2;1715;43
710522433;Existing Customer;65;M;Graduate;Married;Less than $40K;Blue;46;3;2;2372;53
779046408;Existing Customer;60;M;Graduate;Married;$40K - $60K;Blue;41;3;2;1238;30
708595158;Existing Customer;27;F;Graduate;Single;Less than $40K;Blue;36;6;1;2389;43
757266933;Existing Customer;52;M;Post-Graduate;Married;$60K - $80K;Blue;45;4;1;2431;46
816776283;Existing Customer;42;M;High School;Unknown;$80K - $120K;Gold;37;5;1;1534;30
719904333;Existing Customer;29;M;Graduate;Married;$40K - $60K;Blue;36;3;3;2229;52
718264233;Existing Customer;29;M;High School;Married;$40K - $60K;Blue;13;4;1;2449;56
784798683;Existing Customer;38;M;High School;Married;$40K - $60K;Blue;32;3;2;1999;39
710899833;Attrited Customer;36;M;Graduate;Married;$40K - $60K;Blue;18;3;1;569;23
780025908;Existing Customer;40;F;Post-Graduate;Married;Less than $40K;Silver;30;4;2;1293;31
713610033;Existing Customer;47;M;Post-Graduate;Single;$60K - $80K;Blue;36;5;3;1314;40
709364433;Existing Customer;36;F;High School;Married;Unknown;Blue;30;6;2;1571;34
713086908;Existing Customer;26;M;High School;Single;$40K - $60K;Blue;36;5;2;2520;51
709793133;Existing Customer;43;F;Unknown;Single;$40K - $60K;Blue;36;6;1;1531;37
710032608;Existing Customer;52;F;Graduate;Single;Less than $40K;Blue;32;3;1;1558;46
779351208;Existing Customer;49;M;Unknown;Single;$60K - $80K;Blue;34;4;1;1902;56
719776608;Existing Customer;50;M;Graduate;Married;$80K - $120K;Blue;37;3;1;1388;41
709220583;Existing Customer;34;M;Graduate;Divorced;$80K - $120K;Blue;21;6;4;2256;56
719555733;Existing Customer;53;F;Uneducated;Married;Unknown;Blue;36;4;3;1736;42
740852733;Existing Customer;49;M;High School;Married;$80K - $120K;Blue;42;4;1;1685;49
709528308;Existing Customer;53;M;High School;Married;$80K - $120K;Blue;46;4;2;1876;57
715127208;Existing Customer;48;M;Doctorate;Divorced;$120K +;Blue;36;4;3;1699;48
817144458;Existing Customer;32;F;Graduate;Single;Less than $40K;Blue;17;5;1;2580;67
710628783;Existing Customer;38;M;High School;Single;$80K - $120K;Gold;36;6;1;1445;45
772145658;Existing Customer;43;M;Uneducated;Single;$80K - $120K;Blue;32;4;1;1394;28
739594758;Attrited Customer;51;F;Graduate;Single;Less than $40K;Blue;44;6;3;818;16
789198708;Existing Customer;58;M;Graduate;Married;$120K +;Blue;47;3;1;1135;24
720953658;Existing Customer;59;F;Graduate;Married;Less than $40K;Blue;36;5;3;1824;53
771330558;Existing Customer;51;M;High School;Married;$60K - $80K;Blue;38;5;2;1267;31
714078558;Attrited Customer;62;F;High School;Married;$40K - $60K;Blue;53;2;1;1315;31
712207683;Existing Customer;38;M;Unknown;Divorced;Less than $40K;Blue;36;3;3;1555;37
788826408;Existing Customer;33;M;Uneducated;Married;$120K +;Blue;16;6;1;2434;58
790128033;Existing Customer;54;M;High School;Single;$80K - $120K;Blue;47;3;1;1302;36
718082208;Existing Customer;37;F;Graduate;Married;$40K - $60K;Blue;30;5;3;1717;50
712037358;Existing Customer;30;M;Unknown;Married;$60K - $80K;Blue;23;3;3;1509;45
711711483;Existing Customer;61;M;High School;Married;$80K - $120K;Blue;50;4;1;1433;40
718861458;Existing Customer;49;M;Unknown;Single;$60K - $80K;Blue;36;6;1;1826;37
709426608;Existing Customer;56;M;Doctorate;Married;$60K - $80K;Blue;46;5;2;2305;45
811457058;Existing Customer;51;F;Post-Graduate;Married;Less than $40K;Blue;46;5;3;1931;56
773073558;Existing Customer;44;F;Graduate;Divorced;Less than $40K;Blue;36;6;3;1731;54
715937133;Existing Customer;64;F;Uneducated;Married;$40K - $60K;Blue;52;6;2;1601;48
713480583;Existing Customer;46;F;High School;Married;Unknown;Blue;36;5;2;1612;47
716383683;Existing Customer;39;F;Post-Graduate;Unknown;Less than $40K;Blue;36;4;3;1338;28
713693958;Existing Customer;38;F;Uneducated;Single;Less than $40K;Blue;27;6;3;1295;29
715443708;Existing Customer;53;M;Uneducated;Married;$120K +;Blue;45;5;1;1385;31
770769483;Existing Customer;35;M;Post-Graduate;Married;$40K - $60K;Blue;21;3;1;1749;33
789326808;Existing Customer;26;M;College;Single;$60K - $80K;Blue;15;5;1;1917;37
712105533;Existing Customer;32;M;High School;Single;$40K - $60K;Blue;20;6;3;2905;56
720674133;Existing Customer;36;M;Uneducated;Married;$40K - $60K;Blue;16;5;3;1672;48
779216358;Attrited Customer;48;M;College;Married;$80K - $120K;Blue;38;2;2;773;17
717322833;Existing Customer;55;M;Unknown;Single;$80K - $120K;Blue;36;5;2;1578;30
710279508;Existing Customer;52;M;Graduate;Married;$80K - $120K;Blue;42;5;3;1537;35
712168833;Existing Customer;52;F;High School;Married;Less than $40K;Blue;36;6;3;1426;37
780581508;Existing Customer;58;F;Doctorate;Single;$40K - $60K;Silver;47;5;2;1410;37
711957708;Existing Customer;38;F;Graduate;Married;Less than $40K;Blue;36;6;3;2064;33
778782858;Existing Customer;60;M;Graduate;Single;Less than $40K;Blue;48;5;3;4449;82
712924383;Attrited Customer;55;M;Unknown;Single;$60K - $80K;Blue;36;3;2;990;22
709366458;Existing Customer;43;F;College;Married;Less than $40K;Blue;36;3;2;1972;41
796990908;Existing Customer;35;M;Post-Graduate;Single;$80K - $120K;Silver;29;5;3;2227;61
715702758;Existing Customer;38;F;Graduate;Married;Less than $40K;Blue;36;4;3;1731;29
788974608;Existing Customer;48;M;Graduate;Unknown;$60K - $80K;Blue;35;5;1;1561;41
714790008;Existing Customer;38;F;Unknown;Single;Less than $40K;Blue;36;3;2;1572;57
787438983;Existing Customer;43;M;College;Single;$40K - $60K;Blue;23;6;2;1652;37
713834358;Existing Customer;36;F;Post-Graduate;Married;Less than $40K;Blue;25;5;3;1679;32
710084883;Existing Customer;34;M;College;Married;$80K - $120K;Blue;22;4;2;2962;57
710736558;Existing Customer;39;F;Unknown;Married;Unknown;Blue;36;4;3;1794;41
788915283;Existing Customer;43;F;College;Single;Less than $40K;Blue;29;5;1;1273;36
714916758;Existing Customer;48;F;Uneducated;Married;$40K - $60K;Blue;36;3;3;1309;45
789611283;Existing Customer;44;M;Graduate;Married;$40K - $60K;Blue;38;5;2;1347;30
773288958;Existing Customer;38;M;Graduate;Married;$60K - $80K;Blue;31;6;3;1592;30
811721133;Existing Customer;62;M;High School;Married;$40K - $60K;Blue;56;5;3;2021;50
813961233;Existing Customer;30;M;Unknown;Single;$80K - $120K;Blue;25;5;2;2465;88
783020958;Existing Customer;39;M;Unknown;Married;$80K - $120K;Blue;33;6;6;1836;46
715764483;Existing Customer;53;F;High School;Unknown;Less than $40K;Blue;37;3;2;1397;33
798110358;Existing Customer;64;F;High School;Married;$40K - $60K;Blue;56;4;2;1417;35
715745508;Existing Customer;51;F;Graduate;Single;Unknown;Blue;34;3;1;1564;45
714350658;Existing Customer;32;M;Graduate;Single;Unknown;Blue;26;6;3;2979;55
826478958;Existing Customer;52;M;College;Married;$80K - $120K;Blue;48;4;3;1578;41
719127558;Existing Customer;43;M;High School;Divorced;$80K - $120K;Blue;31;6;2;3015;65
712454958;Existing Customer;40;M;Graduate;Single;$60K - $80K;Blue;27;6;1;1539;38
718561458;Existing Customer;54;M;High School;Married;$60K - $80K;Blue;36;4;1;1306;26
822984108;Existing Customer;34;F;High School;Single;Less than $40K;Blue;30;4;1;2330;69
719469333;Existing Customer;33;F;High School;Single;Less than $40K;Blue;25;6;3;2456;69
720871383;Existing Customer;36;M;Graduate;Married;$80K - $120K;Blue;28;5;3;2366;49
